"Name","Description","OperatingSystem","Platform","Locality","Location","Class","MacAddress","SshPublicKey","AuthIndicator","ManagedBy","Hostgroups","Tier","Purpose"
"sea-strate-190","Workstation for Strategy Consultant Ray Chow","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:BE","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-conten-191","Workstation for Content Management Consultant Diane Glimp","Windows 11 Pro","Dell OptiPlex 3090","New York - Strategy","","workstation","00:11:22:33:44:BF","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-strate-192","Workstation for Strategy Consultant Ken Malcolmson","Windows 11 Pro","Dell Latitude 5530","Seattle - Main","","workstation","00:11:22:33:44:C0","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-193","Workstation for Senior Project Manager Manueal Machado","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:C1","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-193","Executive laptop for Manueal Machado","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:C1","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-194","Workstation for Salesperson Luca Dellamore","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:C2","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-195","Workstation for Project Manager Ivo Salmre","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:C3","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-195","Executive laptop for Ivo Salmre","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:C3","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lon-sales-196","Workstation for Salesperson Howard Gonzalez","Windows 11 Pro","Dell OptiPlex 5090","London - International","","workstation","00:11:22:33:44:C4","","","","workstations;site-londoninternational","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"bos-sales-197","Workstation for Salesperson Elizabeth Andersen","Windows 11 Pro","Dell OptiPlex 5090","Boston - Northeast","","workstation","00:11:22:33:44:C5","","","","workstations;site-bostonnortheast","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-198","Workstation for Project Manager Denis Dehenne","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:C6","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-198","Executive laptop for Denis Dehenne","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:C6","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"atl-sales-199","Workstation for Salesperson David Wright","Windows 11 Pro","Dell OptiPlex 5090","Atlanta - Southeast","","workstation","00:11:22:33:44:C7","","","","workstations;site-atlantasoutheast","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-200","Workstation for Project Manager Chris Barry","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:C8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-200","Executive laptop for Chris Barry","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:C8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-201","Workstation for Project Manager Ayla Kol","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:C9","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-201","Executive laptop for Ayla Kol","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:C9","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-202","Workstation for Project Manager Alisa Lawyer","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:CA","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-202","Executive laptop for Alisa Lawyer","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:CA","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-203","Workstation for Senior Project Manager Simon Rapier","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:CB","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-203","Executive laptop for Simon Rapier","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:CB","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-204","Workstation for Project Manager Rob Barker","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:CC","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-204","Executive laptop for Rob Barker","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:CC","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-205","Workstation for Salesperson Hazem Abolrous","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:CD","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-206","Workstation for Project Manager Ned Friend","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:CE","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-206","Executive laptop for Ned Friend","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:CE","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-207","Workstation for Project Manager Richard Tupy","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:CF","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-207","Executive laptop for Richard Tupy","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:CF","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-208","Workstation for Project Manager Don Funk","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D0","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-208","Executive laptop for Don Funk","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D0","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-209","Workstation for Project Manager Dave Natsuhara","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D1","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-209","Executive laptop for Dave Natsuhara","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D1","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-210","Workstation for Project Manager Christian Rytt","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D2","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-210","Executive laptop for Christian Rytt","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D2","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-211","Workstation for Business Process Manager Ted Bremer","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D3","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-211","Executive laptop for Ted Bremer","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D3","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-212","Workstation for Business Process Manager Sean Purcell","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D4","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-212","Executive laptop for Sean Purcell","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D4","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-213","Workstation for Senior Project Manager Ray Mohrman","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D5","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-213","Executive laptop for Ray Mohrman","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D5","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-214","Workstation for Business Process Manager Mike Tiano","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D6","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-214","Executive laptop for Mike Tiano","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D6","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-215","Workstation for Business Process Manager Margaret Au","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D7","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-215","Executive laptop for Margaret Au","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D7","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-216","Workstation for Project Manager Jesper Aaberg","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-216","Executive laptop for Jesper Aaberg","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-217","Workstation for Senior Project Manager Danni Ortman","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:D9","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-217","Executive laptop for Danni Ortman","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:D9","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-218","Workstation for Senior Project Manager Andy Jacobs","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:DA","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-218","Executive laptop for Andy Jacobs","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:DA","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-219","Workstation for Procurement Manager Mchiel Wories","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:DB","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-219","Executive laptop for Mchiel Wories","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:DB","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-220","Workstation for Senior Project Manager Nuria Gonzalez","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:DC","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-220","Executive laptop for Nuria Gonzalez","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:DC","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"rem-salese-221","Workstation for Salesperson Ty Carlson","Windows 11 Pro","Dell OptiPlex 3090","Remote - Field Sales","","workstation","00:11:22:33:44:DD","","","","workstations;site-remotefieldsales","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-senior-222","Workstation for Director of Client Services Cassie Hicks","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:DE","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-222","Executive laptop for Cassie Hicks","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:DE","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-senior-223","Workstation for Director of Affiliate Marketing and Partnerships Sean Chai","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:DF","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-223","Executive laptop for Sean Chai","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:DF","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-senior-224","Workstation for Sr. Media Planner Todd Rowe","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:E0","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-cvpofi-225","Workstation for President of Services Tai Lee","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:E1","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-senior-226","Workstation for President of Management Greg Winston","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:E2","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-execut-227","Workstation for Chief of Technical Strategy Sanjay Shah","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:E3","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-execut-228","Workstation for Chief of Partnerships and Strategy Toni Poe","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:E4","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-execut-229","Workstation for CFO Jim Daly","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:E5","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-229","Executive laptop for Jim Daly","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:E5","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-salese-230","Workstation for Salesperson Tom Youtsey","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:E6","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-salese-231","Workstation for Salesperson Kerim Hanif","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:E7","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-salese-232","Workstation for Salesperson Jamie Reding","Windows 11 Pro","Dell OptiPlex 3090","Seattle - Main","","workstation","00:11:22:33:44:E8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-salese-233","Workstation for Salesperson Ye Xu","Windows 11 Pro","Dell OptiPlex 3090","Dallas - South","","workstation","00:11:22:33:44:E9","","","","workstations;site-dallassouth","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-234","Workstation for Salesperson Marko Zajc","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:EA","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-salese-235","Workstation for Salesperson Fabrice Canel","Windows 11 Pro","Dell OptiPlex 3090","Dallas - South","","workstation","00:11:22:33:44:EB","","","","workstations;site-dallassouth","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-236","Workstation for Salesperson Pavel Simsa","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:EC","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"rem-salese-237","Workstation for Salesperson Vernette Price","Windows 11 Pro","Dell OptiPlex 3090","Remote - Field Sales","","workstation","00:11:22:33:44:ED","","","","workstations;site-remotefieldsales","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"rem-salese-238","Workstation for Salesperson Nate Sun","Windows 11 Pro","Dell OptiPlex 3090","Remote - Field Sales","","workstation","00:11:22:33:44:EE","","","","workstations;site-remotefieldsales","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"ric-salese-239","Workstation for Salesperson Tina Makovec","Windows 11 Pro","Dell OptiPlex 3090","Richmond - East","","workstation","00:11:22:33:44:EF","","","","workstations;site-richmondeast","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"ric-salese-240","Workstation for Salesperson Neil Orint","Windows 11 Pro","Dell OptiPlex 3090","Richmond - East","","workstation","00:11:22:33:44:F0","","","","workstations;site-richmondeast","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"ric-salese-241","Workstation for Salesperson Luka Abrus","Windows 11 Pro","Dell OptiPlex 3090","Richmond - East","","workstation","00:11:22:33:44:F1","","","","workstations;site-richmondeast","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"ric-salese-242","Workstation for Salesperson Euan Garden","Windows 11 Pro","Dell OptiPlex 3090","Richmond - East","","workstation","00:11:22:33:44:F2","","","","workstations;site-richmondeast","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lax-sales-243","Workstation for Salesperson Eran Harel","Windows 11 Pro","Dell OptiPlex 5090","Los Angeles - West","","workstation","00:11:22:33:44:F3","","","","workstations;site-losangeleswest","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-244","Workstation for Salesperson Michael Ovesen","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:F4","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-245","Workstation for Salesperson Kim Abercrombie","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:F5","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-246","Workstation for IT Manager Rob Young","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:F6","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-246","Executive laptop for Rob Young","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:F6","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-projec-247","Workstation for Project Manager Terry Earls","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:F7","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-247","Executive laptop for Terry Earls","Windows 11 Pro","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:F7","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-248","Workstation for Manager Michael Mainer","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:F8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-248","Executive laptop for Michael Mainer","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:F8","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-salese-249","Workstation for Salesperson Sven Buck","Windows 11 Pro","Dell OptiPlex 3090","Dallas - South","","workstation","00:11:22:33:44:F9","","","","workstations;site-dallassouth","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-250","Workstation for Salesperson Eric Gruber","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:FA","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-operat-251","Workstation for Procurement Manager Jelle Visser","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","00:11:22:33:44:FB","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-251","Executive laptop for Jelle Visser","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","00:11:22:33:EE:FB","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-252","Workstation for Salesperson Erik Gubbels","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:FC","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"nyc-sales-253","Workstation for Salesperson Dominik Paiha","Windows 11 Pro","Dell OptiPlex 5090","New York - Strategy","","workstation","00:11:22:33:44:FD","","","","workstations;site-newyorkstrategy","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-254","Workstation for Salesperson Dan Hough","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:FE","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-255","Workstation for Salesperson Tina Lassila","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","00:11:22:33:44:FF","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-256","Workstation for Salesperson Nuno Farinha","Windows 11 Pro","Dell OptiPlex 5090","Dallas - South","","workstation","","","","","workstations;site-dallassouth","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-257","Workstation for Salesperson Maru Subrmani","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"lax-sales-258","Workstation for Salesperson Marc Faerber","Windows 11 Pro","Dell OptiPlex 5090","Los Angeles - West","","workstation","","","","","workstations;site-losangeleswest","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-259","Workstation for Salesperson Kari Furse","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-senior-260","Workstation for Sr. Account Manager Karen Berg","Windows 11 Enterprise","Dell OptiPlex 7090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"laptop-260","Executive laptop for Karen Berg","Windows 11 Enterprise","Dell Latitude 9330","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-humanr-261","Workstation for HR Specialist Ian Tien","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-262","Workstation for Salesperson Scott Gode","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-263","Workstation for Salesperson Gina Boyer","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-264","Workstation for Salesperson Annelie Zubar","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-265","Workstation for Salesperson David Bossard","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-266","Workstation for Salesperson Alicia Thomber","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-sales-267","Workstation for Salesperson Marcelo Truffat","Windows 11 Pro","Dell OptiPlex 5090","Seattle - Main","","workstation","","","","","workstations;site-seattlemain","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-268","Workstation for Senior Engineer Tony Madigan","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-269","Workstation for Senior Engineer Sunil Koduri","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-270","Workstation for Senior Engineer Simon Pearson","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-271","Workstation for Senior Engineer Paul Duffy","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-272","Workstation for Senior Engineer Kate Taneyhill","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-273","Workstation for Senior Engineer Chris Gray","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
"sea-eng-engine-274","Workstation for Engineer Stephen Deming","Windows 11 Pro for Workstations","Dell Precision 5570","Seattle - Engineering","","workstation","","","","","workstations;site-seattleengineering","Bulk","Bulk host volume, mapped from the AD provider (Workstation)"
