"Key","DisplayName","OperatingSystem","OperatingSystemVersion","IsCompliant","IsManaged","AccountEnabled","RegisteredOwner","Tier","Purpose"
"mobile143","MOBILE-143","Windows","10.0.22631","TRUE","TRUE","TRUE","parnak","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate174","SEA-STRATE-174","Windows","10.0.19045","TRUE","TRUE","TRUE","kimr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile144","MOBILE-144","Android","14","FALSE","TRUE","TRUE","kimr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate175","SEA-STRATE-175","Android","14","FALSE","FALSE","TRUE","jank","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile145","MOBILE-145","Windows","10.0.26100","FALSE","TRUE","TRUE","jank","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacontrc176","SEA-CONTRC-176","Windows","10.0.19045","FALSE","TRUE","TRUE","thomash","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile146","MOBILE-146","Windows","10.0.26100","TRUE","TRUE","TRUE","thomash","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop176","LAPTOP-176","MacOS","14.5","TRUE","TRUE","TRUE","thomash","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seastrate177","SEA-STRATE-177","Windows","10.0.19045","FALSE","FALSE","TRUE","lolans","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile147","MOBILE-147","IPhone","17.5.1","TRUE","TRUE","TRUE","lolans","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seafinaccoun178","SEA-FIN-ACCOUN-178","Android","14","FALSE","FALSE","TRUE","larsh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile148","MOBILE-148","Android","14","FALSE","FALSE","TRUE","larsh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop178","LAPTOP-178","Android","14","TRUE","TRUE","TRUE","larsh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seafinaccoun179","SEA-FIN-ACCOUN-179","MacOS","14.5","FALSE","FALSE","TRUE","jillf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile149","MOBILE-149","Windows","10.0.22631","TRUE","TRUE","TRUE","jillf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seafinaccoun180","SEA-FIN-ACCOUN-180","Android","14","TRUE","TRUE","TRUE","joell","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile150","MOBILE-150","MacOS","14.5","FALSE","TRUE","TRUE","joell","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate181","SEA-STRATE-181","Android","14","TRUE","TRUE","TRUE","johne","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile151","MOBILE-151","Windows","10.0.26100","FALSE","TRUE","TRUE","johne","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate182","SEA-STRATE-182","Windows","10.0.26100","TRUE","TRUE","TRUE","junc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile152","MOBILE-152","Android","14","TRUE","TRUE","TRUE","junc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate183","SEA-STRATE-183","MacOS","14.5","TRUE","TRUE","TRUE","tonyw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile153","MOBILE-153","IPhone","17.5.1","TRUE","TRUE","TRUE","tonyw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate184","SEA-STRATE-184","Windows","10.0.19045","TRUE","TRUE","TRUE","kennetc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile154","MOBILE-154","Windows","10.0.22631","TRUE","TRUE","TRUE","kennetc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate185","SEA-STRATE-185","Windows","10.0.22631","TRUE","TRUE","TRUE","stevem","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile155","MOBILE-155","Android","14","TRUE","TRUE","TRUE","stevem","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate186","SEA-STRATE-186","Windows","10.0.22631","FALSE","TRUE","TRUE","lubork","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile156","MOBILE-156","Windows","10.0.19045","FALSE","TRUE","TRUE","lubork","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate187","SEA-STRATE-187","Windows","10.0.22631","FALSE","FALSE","TRUE","michael","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile157","MOBILE-157","MacOS","14.5","FALSE","FALSE","TRUE","michael","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate188","SEA-STRATE-188","Windows","10.0.19045","FALSE","FALSE","TRUE","michal1","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile158","MOBILE-158","Windows","10.0.19045","TRUE","TRUE","TRUE","michal1","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate189","SEA-STRATE-189","Windows","10.0.22631","TRUE","TRUE","TRUE","michaes","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile159","MOBILE-159","MacOS","14.5","FALSE","FALSE","TRUE","michaes","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate190","SEA-STRATE-190","Windows","10.0.19045","TRUE","TRUE","TRUE","rayc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile160","MOBILE-160","Windows","10.0.26100","TRUE","TRUE","TRUE","rayc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"nycconten191","NYC-CONTEN-191","Android","14","TRUE","TRUE","TRUE","dianeg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile161","MOBILE-161","Windows","10.0.19045","FALSE","TRUE","TRUE","dianeg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seastrate192","SEA-STRATE-192","Windows","10.0.26100","FALSE","FALSE","TRUE","kenm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile162","MOBILE-162","Windows","10.0.22631","FALSE","FALSE","TRUE","kenm","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaprojec193","SEA-PROJEC-193","Windows","10.0.22631","TRUE","TRUE","TRUE","manueam","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile163","MOBILE-163","Windows","10.0.19045","TRUE","TRUE","TRUE","manueam","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop193","LAPTOP-193","MacOS","14.5","FALSE","TRUE","TRUE","manueam","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seasales194","SEA-SALES-194","IPhone","17.5.1","FALSE","FALSE","TRUE","lucad","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile164","MOBILE-164","Windows","10.0.22631","TRUE","TRUE","TRUE","lucad","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaprojec195","SEA-PROJEC-195","Windows","10.0.19045","TRUE","TRUE","TRUE","ivos","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile165","MOBILE-165","Windows","10.0.19045","FALSE","TRUE","TRUE","ivos","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop195","LAPTOP-195","Android","14","TRUE","TRUE","TRUE","ivos","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"lonsales196","LON-SALES-196","IPhone","17.5.1","TRUE","TRUE","TRUE","howardg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile166","MOBILE-166","IPhone","17.5.1","TRUE","TRUE","TRUE","howardg","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"bossales197","BOS-SALES-197","Windows","10.0.26100","TRUE","TRUE","TRUE","elizaba","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile167","MOBILE-167","Windows","10.0.22631","TRUE","TRUE","TRUE","elizaba","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaprojec198","SEA-PROJEC-198","MacOS","14.5","TRUE","TRUE","TRUE","denisd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile168","MOBILE-168","MacOS","14.5","FALSE","TRUE","TRUE","denisd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop198","LAPTOP-198","MacOS","14.5","TRUE","TRUE","TRUE","denisd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"atlsales199","ATL-SALES-199","Windows","10.0.22631","TRUE","TRUE","TRUE","davidw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile169","MOBILE-169","Windows","10.0.19045","TRUE","TRUE","TRUE","davidw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaprojec200","SEA-PROJEC-200","Windows","10.0.26100","FALSE","TRUE","TRUE","chrisb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile170","MOBILE-170","IPhone","17.5.1","TRUE","TRUE","TRUE","chrisb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop200","LAPTOP-200","Windows","10.0.22631","FALSE","TRUE","TRUE","chrisb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec201","SEA-PROJEC-201","Android","14","TRUE","TRUE","TRUE","aylak","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile171","MOBILE-171","Windows","10.0.19045","TRUE","TRUE","TRUE","aylak","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop201","LAPTOP-201","Windows","10.0.19045","FALSE","FALSE","TRUE","aylak","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec202","SEA-PROJEC-202","Windows","10.0.19045","FALSE","TRUE","TRUE","alisal","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile172","MOBILE-172","IPhone","17.5.1","TRUE","TRUE","TRUE","alisal","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop202","LAPTOP-202","Windows","10.0.26100","FALSE","FALSE","TRUE","alisal","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec203","SEA-PROJEC-203","Windows","10.0.26100","FALSE","FALSE","TRUE","simonr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile173","MOBILE-173","MacOS","14.5","TRUE","TRUE","TRUE","simonr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop203","LAPTOP-203","Android","14","FALSE","FALSE","TRUE","simonr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec204","SEA-PROJEC-204","IPhone","17.5.1","TRUE","TRUE","TRUE","robb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile174","MOBILE-174","IPhone","17.5.1","TRUE","TRUE","TRUE","robb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop204","LAPTOP-204","Windows","10.0.22631","TRUE","TRUE","TRUE","robb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seasales205","SEA-SALES-205","Windows","10.0.26100","FALSE","TRUE","TRUE","hazema","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile175","MOBILE-175","Windows","10.0.22631","TRUE","TRUE","TRUE","hazema","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaprojec206","SEA-PROJEC-206","IPhone","17.5.1","TRUE","TRUE","TRUE","nedf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile176","MOBILE-176","Windows","10.0.26100","TRUE","TRUE","TRUE","nedf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop206","LAPTOP-206","Windows","10.0.22631","FALSE","FALSE","TRUE","nedf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec207","SEA-PROJEC-207","Android","14","TRUE","TRUE","TRUE","richart","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile177","MOBILE-177","Windows","10.0.19045","TRUE","TRUE","TRUE","richart","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop207","LAPTOP-207","Android","14","TRUE","TRUE","TRUE","richart","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec208","SEA-PROJEC-208","Android","14","FALSE","TRUE","TRUE","donf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile178","MOBILE-178","Android","14","TRUE","TRUE","TRUE","donf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop208","LAPTOP-208","Android","14","TRUE","TRUE","TRUE","donf","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec209","SEA-PROJEC-209","Windows","10.0.22631","TRUE","TRUE","TRUE","daven","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile179","MOBILE-179","IPhone","17.5.1","TRUE","TRUE","TRUE","daven","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop209","LAPTOP-209","Windows","10.0.22631","TRUE","TRUE","TRUE","daven","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec210","SEA-PROJEC-210","Windows","10.0.19045","TRUE","TRUE","TRUE","christr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile180","MOBILE-180","MacOS","14.5","FALSE","TRUE","TRUE","christr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop210","LAPTOP-210","Windows","10.0.19045","TRUE","TRUE","TRUE","christr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec211","SEA-PROJEC-211","IPhone","17.5.1","FALSE","FALSE","TRUE","tedb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile181","MOBILE-181","MacOS","14.5","FALSE","FALSE","TRUE","tedb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop211","LAPTOP-211","IPhone","17.5.1","FALSE","TRUE","TRUE","tedb","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec212","SEA-PROJEC-212","Android","14","TRUE","TRUE","TRUE","seanp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile182","MOBILE-182","IPhone","17.5.1","FALSE","FALSE","TRUE","seanp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop212","LAPTOP-212","Windows","10.0.19045","TRUE","TRUE","TRUE","seanp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec213","SEA-PROJEC-213","IPhone","17.5.1","FALSE","TRUE","TRUE","raym","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile183","MOBILE-183","Windows","10.0.19045","FALSE","FALSE","TRUE","raym","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop213","LAPTOP-213","Windows","10.0.22631","TRUE","TRUE","TRUE","raym","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec214","SEA-PROJEC-214","Windows","10.0.26100","FALSE","TRUE","TRUE","miket","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile184","MOBILE-184","Windows","10.0.19045","TRUE","TRUE","TRUE","miket","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop214","LAPTOP-214","Windows","10.0.22631","FALSE","TRUE","TRUE","miket","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec215","SEA-PROJEC-215","Windows","10.0.26100","TRUE","TRUE","TRUE","margara","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile185","MOBILE-185","Windows","10.0.22631","TRUE","TRUE","TRUE","margara","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop215","LAPTOP-215","Windows","10.0.19045","TRUE","TRUE","TRUE","margara","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec216","SEA-PROJEC-216","MacOS","14.5","TRUE","TRUE","TRUE","jespera","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile186","MOBILE-186","Android","14","TRUE","TRUE","TRUE","jespera","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop216","LAPTOP-216","Windows","10.0.22631","FALSE","TRUE","TRUE","jespera","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec217","SEA-PROJEC-217","Windows","10.0.22631","TRUE","TRUE","TRUE","dannio","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile187","MOBILE-187","Windows","10.0.19045","FALSE","FALSE","TRUE","dannio","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop217","LAPTOP-217","Android","14","TRUE","TRUE","TRUE","dannio","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec218","SEA-PROJEC-218","Windows","10.0.26100","TRUE","TRUE","TRUE","andyj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile188","MOBILE-188","Windows","10.0.22631","TRUE","TRUE","TRUE","andyj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop218","LAPTOP-218","IPhone","17.5.1","TRUE","TRUE","TRUE","andyj","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaoperat219","SEA-OPERAT-219","MacOS","14.5","TRUE","TRUE","TRUE","mchielw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile189","MOBILE-189","Windows","10.0.19045","FALSE","TRUE","TRUE","mchielw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop219","LAPTOP-219","Windows","10.0.19045","TRUE","TRUE","TRUE","mchielw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seaprojec220","SEA-PROJEC-220","IPhone","17.5.1","TRUE","TRUE","TRUE","nuriag","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile190","MOBILE-190","Windows","10.0.19045","FALSE","FALSE","TRUE","nuriag","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop220","LAPTOP-220","MacOS","14.5","FALSE","FALSE","TRUE","nuriag","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"remsalese221","REM-SALESE-221","Windows","10.0.22631","TRUE","TRUE","TRUE","tyc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile191","MOBILE-191","Windows","10.0.22631","TRUE","TRUE","TRUE","tyc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasenior222","SEA-SENIOR-222","Windows","10.0.26100","FALSE","TRUE","TRUE","cassieh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile192","MOBILE-192","Android","14","TRUE","TRUE","TRUE","cassieh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop222","LAPTOP-222","MacOS","14.5","TRUE","TRUE","TRUE","cassieh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seasenior223","SEA-SENIOR-223","Windows","10.0.26100","TRUE","TRUE","TRUE","seanc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile193","MOBILE-193","Windows","10.0.26100","TRUE","TRUE","TRUE","seanc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop223","LAPTOP-223","Windows","10.0.26100","FALSE","TRUE","TRUE","seanc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seasenior224","SEA-SENIOR-224","Windows","10.0.19045","TRUE","TRUE","TRUE","toddr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile194","MOBILE-194","IPhone","17.5.1","TRUE","TRUE","TRUE","toddr","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seacvpofi225","SEA-CVPOFI-225","Windows","10.0.22631","FALSE","FALSE","TRUE","tail","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile195","MOBILE-195","Windows","10.0.22631","FALSE","TRUE","TRUE","tail","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasenior226","SEA-SENIOR-226","Windows","10.0.26100","FALSE","FALSE","TRUE","gregw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile196","MOBILE-196","Android","14","TRUE","TRUE","TRUE","gregw","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaexecut227","SEA-EXECUT-227","Android","14","FALSE","TRUE","TRUE","sanjays","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile197","MOBILE-197","Windows","10.0.19045","FALSE","FALSE","TRUE","sanjays","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaexecut228","SEA-EXECUT-228","Windows","10.0.22631","FALSE","FALSE","TRUE","tonip","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile198","MOBILE-198","Windows","10.0.26100","FALSE","TRUE","TRUE","tonip","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaexecut229","SEA-EXECUT-229","IPhone","17.5.1","TRUE","TRUE","TRUE","jimd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile199","MOBILE-199","Windows","10.0.26100","FALSE","FALSE","TRUE","jimd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laptop229","LAPTOP-229","Android","14","TRUE","TRUE","TRUE","jimd","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"seasalese230","SEA-SALESE-230","IPhone","17.5.1","TRUE","TRUE","TRUE","tomy","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile200","MOBILE-200","MacOS","14.5","TRUE","TRUE","TRUE","tomy","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasalese231","SEA-SALESE-231","Windows","10.0.19045","FALSE","TRUE","TRUE","kerimh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile201","MOBILE-201","Windows","10.0.22631","FALSE","FALSE","TRUE","kerimh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasalese232","SEA-SALESE-232","Windows","10.0.22631","TRUE","TRUE","TRUE","jamier","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile202","MOBILE-202","IPhone","17.5.1","FALSE","TRUE","TRUE","jamier","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasalese233","SEA-SALESE-233","IPhone","17.5.1","FALSE","FALSE","TRUE","yex","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile203","MOBILE-203","Windows","10.0.22631","TRUE","TRUE","TRUE","yex","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales234","SEA-SALES-234","Windows","10.0.26100","TRUE","TRUE","TRUE","markoz","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile204","MOBILE-204","MacOS","14.5","TRUE","TRUE","TRUE","markoz","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasalese235","SEA-SALESE-235","Windows","10.0.19045","TRUE","TRUE","TRUE","fabricc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile205","MOBILE-205","IPhone","17.5.1","TRUE","TRUE","TRUE","fabricc","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales236","SEA-SALES-236","Windows","10.0.22631","TRUE","TRUE","TRUE","pavels","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile206","MOBILE-206","IPhone","17.5.1","TRUE","TRUE","TRUE","pavels","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"remsalese237","REM-SALESE-237","Windows","10.0.26100","FALSE","TRUE","TRUE","vernettp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile207","MOBILE-207","Windows","10.0.19045","FALSE","TRUE","TRUE","vernettp","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"remsalese238","REM-SALESE-238","IPhone","17.5.1","TRUE","TRUE","TRUE","nates","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile208","MOBILE-208","IPhone","17.5.1","TRUE","TRUE","TRUE","nates","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"ricsalese239","RIC-SALESE-239","IPhone","17.5.1","TRUE","TRUE","TRUE","tinam","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile209","MOBILE-209","MacOS","14.5","FALSE","FALSE","TRUE","tinam","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"ricsalese240","RIC-SALESE-240","IPhone","17.5.1","FALSE","TRUE","TRUE","neilo","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile210","MOBILE-210","IPhone","17.5.1","TRUE","TRUE","TRUE","neilo","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"ricsalese241","RIC-SALESE-241","Windows","10.0.19045","FALSE","FALSE","TRUE","lukaa","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile211","MOBILE-211","Windows","10.0.22631","FALSE","TRUE","TRUE","lukaa","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"ricsalese242","RIC-SALESE-242","Android","14","FALSE","TRUE","TRUE","euang","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile212","MOBILE-212","MacOS","14.5","FALSE","TRUE","TRUE","euang","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"laxsales243","LAX-SALES-243","MacOS","14.5","FALSE","FALSE","TRUE","eranh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile213","MOBILE-213","Android","14","FALSE","FALSE","TRUE","eranh","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales244","SEA-SALES-244","Windows","10.0.22631","FALSE","FALSE","TRUE","michaeo","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile214","MOBILE-214","MacOS","14.5","TRUE","TRUE","TRUE","michaeo","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seasales245","SEA-SALES-245","MacOS","14.5","TRUE","TRUE","TRUE","kima","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
"mobile215","MOBILE-215","MacOS","14.5","FALSE","FALSE","TRUE","kima","Bulk","Bulk device volume, mapped from ADTestEnvironment (Mobile Device)"
"seaoperat246","SEA-OPERAT-246","Android","14","TRUE","TRUE","TRUE","roby","Bulk","Bulk device volume, mapped from ADTestEnvironment (Workstation)"
